Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,WHEELS AND TIRES,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
ED STEWART'S GARAGE & EQUIPMENT LTD,NDM465932,SR175,SR175-CANADA,0012085299,,Delivered to Destination,ZT56,9/25/13,2:57:32 PM,ERIN,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
TITAN MACHINERY INC.,NDM469437,SV250,SV250-T4A,0012071461,,Delivered to Destination,ZT56,9/19/13,1:56:20 PM,BISMARCK,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ABILENE NEW HOLLAND, L.C.",NDM474989,L220,L220-T4B,0012071858,,Delivered to Destination,ZT56,10/1/13,6:11:22 AM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ABILENE NEW HOLLAND, L.C.",NDM474991,L220,L220-T4B,0012071860,,Delivered to Destination,ZT56,9/3/13,1:44:11 PM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"DICKSON COUNTY EQUIPMENT COMPANY, I",NDM474992,L220,L220-T4B,0012071861,,Delivered to Destination,ZT56,9/24/13,1:56:08 PM,DICKSON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"SCHRUNK, LLOYD EARL",NDM475009,L220,L220-T4B,0012071961,,Delivered to Destination,ZT56,8/29/13,11:17:29 AM,CANBY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"LOWE & YOUNG, INC.",NDM475024,L220,L220-T4B,0012071982,,Delivered to Destination,ZT56,9/5/13,1:26:30 PM,WOOSTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"LOWE & YOUNG, INC.",NDM475025,L220,L220-T4B,0012071983,,Delivered to Destination,ZT56,9/5/13,11:15:31 AM,WOOSTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
SIMPSON'S TRACTOR INC.,NDM475026,L220,L220-T4B,0012071984,,Delivered to Destination,ZT56,9/12/13,1:09:46 AM,RICHLAND CENTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NDM472622,L230,L230-T4A,0012072009,,Outbound Delivery Shipped,ZT54,9/10/13,12:36:30 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"KANEQUIP, INC.",NDM472662,L230,L230-T4A,0012072010,,Outbound Delivery Shipped,ZT54,9/11/13,5:21:21 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"TRIEBOLD IMPLEMENT, INC.",NDM472661,L230,L230-T4A,0012072021,,Delivered to Destination,ZT56,9/19/13,2:15:05 PM,WHITEWATER,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NDM472656,L230,L230-T4A,0012072038,,Delivered to Destination,ZT56,9/25/13,4:08:27 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"GOLDEN RULE EQUIPMENT, LLC",NDM472640,L230,L230-T4A,0012072043,,Delivered to Destination,ZT56,9/18/13,11:23:34 AM,MARTINSBURG,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NDM472638,L230,L230-T4A,0012072048,,Delivered to Destination,ZT56,9/20/13,8:50:22 AM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"KANEQUIP, INC.",NDM472657,L230,L230-T4A,0012072052,,Delivered to Destination,ZT56,9/20/13,8:50:16 AM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"WILLIAMS TRACTOR, INC.",NDM472653,L230,L230-T4A,0012072083,,Delivered to Destination,ZT56,9/16/13,7:59:00 AM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
RICHARDS EQUIPMENT INC.,NDM476215,L218,L218-CANADA,0012085302,,Delivered to Destination,ZT56,9/25/13,2:57:33 PM,BARRIE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
TITAN MACHINERY INC.,NDM464772,SR130,SR130-T4B,0012077272,,Delivered to Destination,ZT56,10/2/13,10:56:20 AM,LA CROSSE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
"CARL F. STATZ & SONS, INC.",NDM443392,SR250,SR250-T4 INTERIM,0012088130,,Delivered to Destination,ZT56,9/30/13,3:24:00 PM,WAUNAKEE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
VENNER S.A.,NDM465907,SR175,,0012073660,,Delivered to Destination,ZT56,10/17/13,5:45:09 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
VENNER S.A.,NDM465904,SR175,,0012073661,,Delivered to Destination,ZT56,10/17/13,5:45:19 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
VENNER S.A.,NDM465920,SR175,,0012073662,,Delivered to Destination,ZT56,10/17/13,5:44:59 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
VENNER S.A.,NDM465902,SR175,,0012073663,,Delivered to Destination,ZT56,10/17/13,5:45:28 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"MARTIN IMPLEMENT SALES, INC.",NDM459054,L213,L213-T4B,0012072947,,Delivered to Destination,ZT56,9/27/13,8:57:37 AM,SOUTH ELGIN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NDM459055,L213,L213-T4B,0012072948,,Delivered to Destination,ZT56,9/27/13,8:57:40 AM,SOUTH ELGIN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
RICHARDS EQUIPMENT INC.,NDM475050,L220,L220-CANADA,0012085305,,Outbound Delivery Shipped,ZT54,9/23/13,1:19:03 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NDM475059,L220,L220-T4B,0012078649,,Delivered to Destination,ZT56,9/23/13,9:21:27 AM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"KELBE BROS. EQUIPMENT CO., INC.",NDM472681,L230,L230-T4A,0012078628,,Delivered to Destination,ZT56,9/16/13,7:00:13 AM,BUTLER,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NDM475056,L220,L220-T4B,0012078676,,Delivered to Destination,ZT56,9/25/13,2:26:11 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NDM475062,L220,L220-T4B,0012078651,,Delivered to Destination,ZT56,9/23/13,9:21:43 AM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NDM475054,L220,L220-T4B,0012078677,,Delivered to Destination,ZT56,9/25/13,2:26:33 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NDM475053,L220,L220-T4B,0012078678,,Delivered to Destination,ZT56,9/25/13,2:26:51 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"ARTHUR FARM POWER, INC.",NDM475055,L220,L220-T4B,0012078806,,Delivered to Destination,ZT56,9/19/13,2:15:02 PM,SHELBYVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CREWE TRACTOR AND FINANCE CO., INC.",NDM472683,L230,L230-T4A,0012078820,,Delivered to Destination,ZT56,9/17/13,10:40:52 AM,CREWE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
MILLER SELLNER IMPLEMENT INC,NDM443391,SR250,SR250-T4A,0012084440,,Delivered to Destination,ZT56,10/2/13,10:38:42 AM,SLEEPY EYE,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
"LINDEMAN TRACTOR, INC.",NDM472682,L230,L230-T4A,0012084489,,Outbound Delivery Shipped,ZT54,9/19/13,12:20:45 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WESTERN IMPLEMENT CO., INC.",NDM473465,L225,L225-T4A,0012082724,,Delivered to Destination,ZT56,10/1/13,4:05:28 PM,GRAND JUNCTION,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
"HOEFLING TRUCK & TRACTOR, INC.",NDM468540,SR220,SR220-T4 INTERIM,0012084650,,Delivered to Destination,ZT56,10/2/13,9:33:48 AM,WASHINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ABILENE NEW HOLLAND, L.C.",NDM476237,L218,L218-T4B,0012079608,,Delivered to Destination,ZT56,9/26/13,8:46:25 AM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ABILENE NEW HOLLAND, L.C.",NDM476245,L218,L218-T4B,0012079613,,Delivered to Destination,ZT56,9/26/13,3:59:02 PM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"VALLEY IMPLEMENT & MOTOR CO., INC.",NDM476218,L218,L218-T4B,0012079660,,Delivered to Destination,ZT56,9/30/13,9:44:40 AM,PRESTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TOWN & COUNTRY IMPLEMENT, INC.",NDM473448,L225,L225-T4A,0012079706,,Delivered to Destination,ZT56,10/1/13,1:32:12 PM,ROCK VALLEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"TOWN & COUNTRY IMPLEMENT, INC.",NDM476239,L218,L218-T4B,0012079687,,Delivered to Destination,ZT56,9/20/13,12:23:49 PM,ROCK VALLEY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"TOWN & COUNTRY IMPLEMENT, INC.",NDM475052,L220,L220-T4B,0012079699,,Delivered to Destination,ZT56,9/25/13,4:09:04 PM,ROCK VALLEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
COLEMAN EQUIPMENT INCORPORATED,NDM468527,SR220,SR220-T4 INTERIM,0012076456,,Delivered to Destination,ZT56,9/19/13,2:14:56 PM,BONNER SPRINGS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465924,SR175,,0012076588,,Export Vessel Sailed,ZT72,10/13/13,2:40:58 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465913,SR175,,0012076589,,Export Vessel Sailed,ZT72,10/13/13,2:41:23 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465901,SR175,,0012076590,,Export Vessel Sailed,ZT72,10/13/13,2:41:50 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465912,SR175,,0012076591,,Export Vessel Sailed,ZT72,10/13/13,2:41:36 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465917,SR175,,0012076593,,Export Vessel Sailed,ZT72,10/13/13,2:41:11 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
STUDER SUPER SERVICE INCORPORATED,NDM475063,L220,L220-T4B,0012076653,,Delivered to Destination,ZT56,9/26/13,2:11:14 PM,MONROE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466775,SV185,,0012080076,,Export Vessel Sailed,ZT72,9/30/13,4:51:50 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466782,SV185,,0012080077,,Export Vessel Sailed,ZT72,10/13/13,2:39:56 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466791,SV185,,0012080078,,Export Vessel Sailed,ZT72,9/30/13,4:51:33 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466780,SV185,,0012080079,,Export Vessel Sailed,ZT72,10/13/13,2:40:09 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466790,SV185,,0012080081,,Export Vessel Sailed,ZT72,10/13/13,10:30:17 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466789,SV185,,0012080082,,Export Vessel Sailed,ZT72,10/13/13,2:39:31 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466788,SV185,,0012080083,,Export Vessel Sailed,ZT72,10/13/13,2:39:43 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466772,SV185,,0012080086,,Export Vessel Sailed,ZT72,10/13/13,2:40:32 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466770,SV185,,0012080087,,Export Vessel Sailed,ZT72,10/13/13,2:40:45 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM466774,SV185,,0012080088,,Export Vessel Sailed,ZT72,10/13/13,2:40:21 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NDM476225,L218,L218-T4B,0012080686,,Delivered to Destination,ZT56,9/27/13,12:35:31 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ANTIETAM TRACTOR & EQUIPMENT, INC.",NDM473444,L225,L225-T4A,0012080730,,Delivered to Destination,ZT56,10/4/13,10:44:24 AM,HAGERSTOWN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Premier Rental DRY
STRUPP IMPLEMENT INC.,NDM476249,L218,L218-T4B,0012081278,,Delivered to Destination,ZT56,9/23/13,2:02:04 PM,SLINGER,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
JORDAN IMPLEMENT CO,NDM469480,SV250,SV250-T4A,0012085048,,Delivered to Destination,ZT56,10/8/13,6:36:29 PM,BRAWLEY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
"JOHNSON TRACTOR, INC.",NDM469485,SV250,SV250-T4 INTERIM,0012085064,,Delivered to Destination,ZT56,10/11/13,10:16:28 AM,ROCHELLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
"SOUTHEASTERN EQUIPMENT CO., INC.",NDM469363,SV250,SV250-T4 INTERIM,0012016979,,Delivered to Destination,ZT56,8/6/13,2:39:53 PM,BURLINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Non-Pneumatic (70 OTW),,,Premier Rental DRY
"BEAVER MACHINE, INC.",NDM476264,L218,L218-T4B,0012083153,,Delivered to Destination,ZT56,10/11/13,10:34:35 AM,COLEMAN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"BEAVER MACHINE, INC.",NDM469486,SV250,SV250-T4A,0012083159,,Delivered to Destination,ZT56,10/4/13,8:41:59 AM,COLEMAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ROCKINGHAM NEW HOLLAND, INC.",NDM476266,L218,L218-T4B,0012083631,,Delivered to Destination,ZT56,10/14/13,9:34:07 AM,HARRISONBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"BRUNA BROTHERS IMPLEMENT, LLC",NDM443375,SR250,SR250-T4A,0012083680,,Delivered to Destination,ZT56,9/16/13,7:00:03 AM,WASHINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
"KOLETZKY IMPLEMENT, INC.",NDM473419,L225,L225-T4A,0012083803,,Delivered to Destination,ZT56,10/9/13,1:12:45 AM,YANKTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
HUB INTERNATIONAL EQUIPMENT LTD.,NDM465928,SR175,SR175-CANADA,0012083851,,Delivered to Destination,ZT56,9/25/13,2:57:34 PM,LINDSAY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WAUPUN EQUIP. CO., INC.",NDM473485,L225,L225-T4A,0012085210,,Delivered to Destination,ZT56,10/4/13,8:41:58 AM,WAUPUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"PAULEY EQUIPMENT COMPANY, INC.",NDM473492,L225,L225-T4A,0012085568,,Delivered to Destination,ZT56,10/1/13,4:20:28 PM,ESCONDIDO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FRANKLIN EQUIPMENT, LLC",NDM476262,L218,L218-T4B,0012085847,,Delivered to Destination,ZT56,10/9/13,3:48:48 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FRANKLIN EQUIPMENT, LLC",NDM475066,L220,L220-T4B,0012085850,,Delivered to Destination,ZT56,9/23/13,2:56:29 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"FRANKLIN EQUIPMENT, LLC",NDM475067,L220,L220-T4B,0012085851,,Delivered to Destination,ZT56,9/26/13,4:50:51 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"FRANKLIN EQUIPMENT, LLC",NDM475068,L220,L220-T4B,0012085854,,Delivered to Destination,ZT56,9/23/13,2:56:36 PM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Premier Rental DRY
"FRANKLIN EQUIPMENT, LLC",NDM473467,L225,L225-T4A,0012085864,,Delivered to Destination,ZT56,10/1/13,8:58:36 AM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Matured Financing
"FRANKLIN EQUIPMENT, LLC",NDM473468,L225,L225-T4A,0012085865,,Delivered to Destination,ZT56,10/1/13,8:58:34 AM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Matured Financing
LES EQUIPEMENTS PROULX ET RAICHE IN,NDM476250,L218,L218-T4B,0012086202,,Delivered to Destination,ZT56,9/25/13,2:57:36 PM,WOTTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NDM443377,SR250,SR250-T4 INTERIM,0012086506,,Outbound Delivery Shipped,ZT54,9/13/13,5:39:54 PM,IN TRANSIT,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
"BAXLA TRACTOR SALES, INC.",NDM476251,L218,L218-T4B,0012086511,,Delivered to Destination,ZT56,9/27/13,8:57:43 AM,SEAMAN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"BAXLA TRACTOR SALES, INC.",NDM473469,L225,L225-T4A,0012086512,,Delivered to Destination,ZT56,10/1/13,8:58:33 AM,SEAMAN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Matured Financing
"PEABUDY'S, INC.",NDM473470,L225,L225-T4A,0012086634,,Delivered to Destination,ZT56,10/8/13,6:25:51 AM,PECATONICA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
SOUTH FLORIDA NEW HOLLAND EQUIPMENT,NDM473471,L225,L225-T4A,0012086664,,Delivered to Destination,ZT56,10/2/13,10:56:32 AM,HOMESTEAD,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"MACHINE MAINTENANCE, INC.",NDM469487,SV250,SV250-T4 INTERIM,0012086771,,Delivered to Destination,ZT56,10/4/13,6:35:16 PM,FENTON,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
RIMBEY IMPLEMENTS LTD.,NDM475051,L220,L220-CANADA,0012086879,,Delivered to Destination,ZT56,10/1/13,6:19:06 AM,RIMBEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM443379,SR250,SR250-T4 INTERIM,0012086908,,Delivered to Destination,ZT56,9/18/13,1:00:04 PM,SHAKOPEE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM443380,SR250,SR250-T4 INTERIM,0012087014,,Delivered to Destination,ZT56,10/2/13,10:38:52 AM,SHAKOPEE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WALTER G. COALE, INC.",NDM475058,L220,L220-T4B,0012087145,,Delivered to Destination,ZT56,9/27/13,2:05:49 PM,CHURCHVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM469501,SV250,SV250-T4 INTERIM,0012087208,,Delivered to Destination,ZT56,10/2/13,4:01:10 PM,PIPESTONE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"GOLDEN RULE EQUIPMENT, LLC",NDM476253,L218,L218-T4B,0012087279,,Delivered to Destination,ZT56,9/23/13,3:45:45 PM,MARTINSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
DELTA POWER EQUIPMENT (WATFORD) LTD,NDM476201,L218,L218-CANADA,0012087284,,Delivered to Destination,ZT56,9/25/13,11:37:11 AM,WATFORD,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"GOLDEN RULE EQUIPMENT, LLC",NDM475070,L220,L220-T4B,0012087286,,Delivered to Destination,ZT56,9/27/13,9:55:17 AM,MARTINSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Matured Financing
"GOLDEN RULE EQUIPMENT, LLC",NDM477965,L215/L216,L216-T4B,0012087298,,Delivered to Destination,ZT56,10/3/13,6:04:33 AM,MARTINSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
"HARTMANN FARM SUPPLY, INC.",NDM476238,L218,L218-T4B,0012087324,,Delivered to Destination,ZT56,9/24/13,1:03:17 PM,BALDWIN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
DON-SYL HOLDINGS LTD.,NDM473472,L225,L225-T4A,0012087363,,Delivered to Destination,ZT56,10/8/13,2:01:48 PM,STETTLER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MCCULLOUGH ENTERPRISES, INC.",NDM476229,L218,L218-T4B,0012087625,,Delivered to Destination,ZT56,9/19/13,9:05:55 AM,WICHITA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Retail
"MCCULLOUGH ENTERPRISES, INC.",NDM476230,L218,L218-T4B,0012087627,,Delivered to Destination,ZT56,9/19/13,9:06:23 AM,WICHITA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Retail
PAT KELLY EQUIPMENT COMPANY,NDM476254,L218,L218-T4B,0012087648,,Delivered to Destination,ZT56,10/2/13,9:29:28 AM,HAZELWOOD,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Premier Rental DRY
"K. & L. TRACTOR SALES, INC.",NDM475064,L220,L220-T4B,0012087731,,Delivered to Destination,ZT56,9/27/13,1:55:02 PM,FORT RECOVERY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
