Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,Char. 4,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"WALLDROFF FARM EQUIPMENT, INC.",NDM474292,,L223,0011995751,,Delivered to Destination,ZT56,1/6/14,10:19:04 AM,WATERTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
AL-SHIRAWI ENTERPRISES LLC,NDM464947,,SR150-NA,0012000805,,Export Vessel Sailed,ZT72,3/17/14,3:18:34 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NDM459026,,L213-NA,0012003145,,Export Vessel Sailed,ZT72,3/20/14,6:25:31 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM464996,,SR150-NA,0012003828,,Export Vessel Sailed,ZT72,3/17/14,3:18:19 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465048,,SR150-NA,0012003829,,Export Vessel Sailed,ZT72,3/11/14,11:12:52 AM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM464997,,SR150-NA,0012003831,,Export Vessel Sailed,ZT72,3/11/14,11:13:22 AM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"NEUMAN NEW HOLLAND, LLC",NDM474289,,L223,0012003872,,Delivered to Destination,ZT56,2/5/14,3:18:16 PM,UNION CENTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ZIMMERMAN'S FARM SERVICE, INC.",NDM467165,,SR200,0012004663,,Delivered to Destination,ZT56,2/20/14,2:20:29 PM,BETHEL,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM467266,,SR200,0012014551,,Delivered to Destination,ZT56,2/13/14,9:19:53 AM,FARGO,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"RITCHIE IMPLEMENT, INC.",NDM467332,,SR200,0012016840,,Delivered to Destination,ZT56,2/18/14,11:20:16 AM,COBB,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
AL-SHIRAWI ENTERPRISES LLC,NDM465018,,SR150-NA,0012017677,,Export Vessel Sailed,ZT72,3/11/14,11:13:07 AM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
EMEA ENTERPRISES (PTY) LTD,NDM458272,,L215-NA,0012018571,,Export Vessel Sailed,ZT72,2/27/14,7:57:06 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
EMEA ENTERPRISES (PTY) LTD,NDM458273,,L215-NA,0012018572,,Export Vessel Sailed,ZT72,2/27/14,7:56:42 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
EMEA ENTERPRISES (PTY) LTD,NDM458274,,L215-NA,0012018573,,Export Vessel Sailed,ZT72,2/27/14,7:56:21 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
EMEA ENTERPRISES (PTY) LTD,NDM458275,,L215-NA,0012018575,,Export Vessel Sailed,ZT72,2/27/14,7:55:53 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
EMEA ENTERPRISES (PTY) LTD,NDM458276,,L215-NA,0012018576,,Export Vessel Sailed,ZT72,2/27/14,7:55:29 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
STRUCTOR CORPORATION,NDM467203,,SR200NA CASE,0012019241,,Export Arrived at Port of Load,ZT70,1/30/14,10:03:53 AM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NDM467205,,SR200NA CASE,0012019242,,Export Vessel Sailed,ZT72,2/10/14,5:12:53 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NDM467187,,SR200NA CASE,0012019243,,Export Vessel Sailed,ZT72,2/10/14,5:13:36 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NDM467190,,SR200NA CASE,0012019244,,Export Vessel Sailed,ZT72,2/10/14,5:13:22 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NDM467195,,SR200NA CASE,0012019245,,Export Vessel Sailed,ZT72,2/10/14,5:13:07 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NDM467193,,SR200NA CASE,0012019246,,Export Vessel Sailed,ZT72,2/28/14,4:18:15 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM467185,,SR200NA CASE,0012020563,,Delivered to Destination,ZT56,4/15/14,8:45:38 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM467204,,SR200NA CASE,0012020564,,Delivered to Destination,ZT56,4/15/14,8:45:26 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467196,,SR200NA CASE,0012020588,,Export Vessel Sailed,ZT72,1/30/14,4:01:19 PM,IN TRANSIT,ROLA CASE,WI01,WI01,ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467184,,SR200NA CASE,0012020589,,Export Vessel Sailed,ZT72,1/30/14,4:01:36 PM,IN TRANSIT,ROLA CASE,WI01,WI01,ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM474264,,L223-NA,0012024638,,Export Arrived at Port of Load,ZT70,1/23/14,8:41:44 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM474250,,L223-NA,0012024639,,Export Vessel Sailed,ZT72,1/23/14,8:54:06 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
DISTRIBUIDORA AGRICOLA GUATEMALTECA,NDM474201,,L223-NA,0012044986,,Export Vessel Sailed,ZT72,3/17/14,10:29:44 AM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
DISTRIBUIDORA AGRICOLA GUATEMALTECA,NDM474202,,L223-NA,0012044987,,Export Vessel Sailed,ZT72,3/17/14,10:29:28 AM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
RODRIGUEZ & LONDONO SA,NDM474199,,L223-NA,0012044988,,Export Vessel Sailed,ZT72,3/10/14,2:22:53 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
RODRIGUEZ & LONDONO SA,NDM474198,,L223-NA,0012044995,,Export Vessel Sailed,ZT72,3/10/14,2:23:07 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
RODRIGUEZ & LONDONO SA,NDM474197,,L223-NA,0012045002,,Export Vessel Sailed,ZT72,3/10/14,2:23:20 PM,IN TRANSIT,NOLA NH L,WI01,WI01,LOC NOLA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467304,,SR200-NA,0012058599,,Export Vessel Sailed,ZT72,1/30/14,4:00:45 PM,IN TRANSIT,ROLA CASE,WI01,WI01,ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467307,,SR200-NA,0012058600,,Export Vessel Sailed,ZT72,1/30/14,3:59:56 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467302,,SR200-NA,0012058601,,Export Vessel Sailed,ZT72,1/30/14,4:01:01 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467306,,SR200-NA,0012058602,,Export Vessel Sailed,ZT72,1/30/14,4:00:12 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467309,,SR200-NA,0012058603,,Export Vessel Sailed,ZT72,1/30/14,3:59:24 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467311,,SR200-NA,0012058604,,Export Vessel Sailed,ZT72,1/30/14,3:58:55 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467310,,SR200-NA,0012058605,,Export Vessel Sailed,ZT72,1/30/14,3:59:10 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467308,,SR200-NA,0012058606,,Export Vessel Sailed,ZT72,1/30/14,3:59:39 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467312,,SR200-NA,0012058607,,Export Vessel Sailed,ZT72,1/30/14,3:58:40 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467305,,SR200-NA,0012058608,,Export Vessel Sailed,ZT72,1/30/14,4:00:30 PM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
AUTOMOTORES GILDEMEISTER S.A.,NDM467303,,SR200-NA,0012058609,,Export Vessel Sailed,ZT72,3/27/14,9:39:58 AM,IN TRANSIT,ROLA CASEL,WI01,WI01,LOC ROLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NDM469149,,SR250-EU,0012081945,,Export Vessel Sailed,ZT72,3/31/14,7:43:49 PM,IN TRANSIT,NL CASE,WI01,WI01,NETHERLANDS CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"GOLDEN RULE EQUIPMENT, LLC",NDM459053,,L213,0012082311,,Delivered to Destination,ZT56,2/24/14,12:20:38 PM,MARTINSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
AL-SHIRAWI ENTERPRISES LLC,NDM464788,,SR130-NA,0012080833,,Export Vessel Sailed,ZT72,3/17/14,3:19:32 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM464789,,SR130-NA,0012080834,,Export Vessel Sailed,ZT72,3/17/14,3:19:18 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ABDULLAH HASSAN ALSONIDAR,NDM465087,,SR150-NA,0012090920,,Export Vessel Sailed,ZT72,3/5/14,5:27:04 AM,IN TRANSIT,YEMEN CS L,WI01,WI01,YEMEN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ABDULLAH HASSAN ALSONIDAR,NDM465088,,SR150-NA,0012090925,,Export Vessel Sailed,ZT72,3/5/14,5:26:51 AM,IN TRANSIT,YEMEN CS L,WI01,WI01,YEMEN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ABDULLAH HASSAN ALSONIDAR,NDM465089,,SR150-NA,0012090927,,Export Vessel Sailed,ZT72,3/5/14,5:26:38 AM,IN TRANSIT,YEMEN CS L,WI01,WI01,YEMEN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ABDULLAH HASSAN ALSONIDAR,NDM465090,,SR150-NA,0012090929,,Export Vessel Sailed,ZT72,3/5/14,5:26:25 AM,IN TRANSIT,YEMEN CS L,WI01,WI01,YEMEN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ABDULLAH HASSAN ALSONIDAR,NDM465091,,SR150-NA,0012090931,,Export Vessel Sailed,ZT72,3/5/14,5:26:10 AM,IN TRANSIT,YEMEN CS L,WI01,WI01,YEMEN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465092,,SR150-NA,0012090933,,Export Vessel Sailed,ZT72,3/11/14,11:12:36 AM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465149,,SR150-NA,0012090959,,Export Vessel Sailed,ZT72,3/17/14,3:17:22 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465146,,SR150-NA,0012090965,,Export Vessel Sailed,ZT72,3/17/14,3:17:51 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465147,,SR150-NA,0012090970,,Export Vessel Sailed,ZT72,3/17/14,3:17:37 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM464838,,SR130-NA,0012090991,,Export Vessel Sailed,ZT72,3/17/14,3:19:03 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM464839,,SR130-NA,0012090994,,Export Vessel Sailed,ZT72,3/17/14,3:18:49 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"C. CROSSFIELD & CO., LTD",NDM465116,,SR150-NA,0012090996,,Export Vessel Sailed,ZT72,3/17/14,1:36:51 PM,IN TRANSIT,CHINA CS L,WI01,WI01,CHINA CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465094,,SR150-NA,0012090999,,Export Vessel Sailed,ZT72,3/11/14,11:12:22 AM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NDM465095,,SR150-NA,0012091001,,Export Vessel Sailed,ZT72,3/17/14,3:18:05 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AMA MOTORS,NDM459071,,L213-NA,0012091172,,Export Vessel Sailed,ZT72,2/17/14,8:57:51 AM,IN TRANSIT,BAHR NH L,WI01,WI01,BAHRAIN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AMA MOTORS,NDM459058,,L213-NA,0012091175,,Export Vessel Sailed,ZT72,2/17/14,8:58:08 AM,IN TRANSIT,BAHR NH L,WI01,WI01,BAHRAIN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NDM459072,,L213-NA,0012091181,,Export Vessel Sailed,ZT72,3/20/14,6:25:15 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NDM458284,,L215-NA,0012091188,,Export Vessel Sailed,ZT72,3/20/14,6:26:15 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NDM458285,,L215-NA,0012091191,,Export Vessel Sailed,ZT72,3/20/14,6:26:01 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
INTERNATIONAL EQUIPMENT,NDM458286,,L215-NA,0012091192,,Export Vessel Sailed,ZT72,3/20/14,6:25:47 AM,IN TRANSIT,OMAN NH L,WI01,WI01,OMAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
Saba Inc,NDM458326,,L215-NA,0012106688,,Export Vessel Sailed,ZT72,2/24/14,6:36:19 PM,IN TRANSIT,UKRAIN NHL,WI01,WI01,UKRAINE NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
Saba Inc,NDM458312,,L215-NA,0012106693,,Export Vessel Sailed,ZT72,2/24/14,6:36:41 PM,IN TRANSIT,UKRAIN NHL,WI01,WI01,UKRAINE NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM465139,,SR150NA CASE,0012110470,,Export Vessel Sailed,ZT72,1/19/14,8:55:32 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,10x16.5 Premium (59 OTW),,,Dealer Inventory
"NEW HOLLAND ROCHESTER, INC.",NDM459085,,L213,0012113931,,Delivered to Destination,ZT56,3/31/14,9:20:23 AM,ROCHESTER,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
HEHLI-VOLD CORPORATION,NDM458305,,L215,0012117448,,Delivered to Destination,ZT56,1/29/14,9:57:30 AM,ARCADIA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
"UNICOOP, COOPERATIVE AGRICOLE",NDM458307,,L215,0012117450,,Delivered to Destination,ZT56,2/6/14,5:19:14 PM,SAINT-ANSELME,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
FENIE BROSSETTE,NDM459095,,L213-NA,0012129314,,Export Vessel Sailed,ZT72,3/25/14,7:51:55 PM,IN TRANSIT,MOROC NH L,WI01,WI01,MOROCCO NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
FENIE BROSSETTE,NDM459096,,L213-NA,0012129315,,Export Vessel Sailed,ZT72,3/26/14,12:12:45 PM,IN TRANSIT,MOROC NH L,WI01,WI01,MOROCCO NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AMA MOTORS,NDM459101,,L213-NA,0012129567,,Export Vessel Sailed,ZT72,2/17/14,8:57:21 AM,IN TRANSIT,BAHR NH L,WI01,WI01,BAHRAIN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AMA MOTORS,NDM459102,,L213-NA,0012129568,,Export Vessel Sailed,ZT72,2/17/14,8:57:06 AM,IN TRANSIT,BAHR NH L,WI01,WI01,BAHRAIN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AMA MOTORS,NDM459097,,L213-NA,0012129573,,Export Vessel Sailed,ZT72,2/17/14,8:57:37 AM,IN TRANSIT,BAHR NH L,WI01,WI01,BAHRAIN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM478435,,SV185-EU,0012241299,,Export Vessel Sailed,ZT72,3/26/14,4:57:24 PM,IN TRANSIT,LATVIA CSL,WI01,WI01,LATVIA CASE / CASE IH LOC,10x16.5 Premium (64 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM455059,,SR200-EU,0012168258,,Export Vessel Sailed,ZT72,3/7/14,5:23:29 PM,IN TRANSIT,ROM CS L,WI01,WI01,ROMANIA CASE / CASE IH LOC,10x16.5 Premium (64 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM455060,,SR200-EU,0012184792,,Export Vessel Sailed,ZT72,3/7/14,5:23:29 PM,IN TRANSIT,LATVIA CSL,WI01,WI01,LATVIA CASE / CASE IH LOC,12x16.5 Premium (70 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM465155,,SR150-NA,0012189207,,Export Vessel Sailed,ZT72,3/14/14,9:26:43 AM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM465156,,SR150-NA,0012189208,,Export Vessel Sailed,ZT72,3/14/14,9:26:26 AM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM465157,,SR150-NA,0012189209,,Export Vessel Sailed,ZT72,3/14/14,9:26:10 AM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM465158,,SR150-NA,0012189210,,Export Vessel Sailed,ZT72,3/14/14,9:25:54 AM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
ANJOINT & COMPANY LTD,NEM465159,,SR150-NA,0012189211,,Export Vessel Sailed,ZT72,3/14/14,9:25:36 AM,IN TRANSIT,TAIWAN CSL,WI01,WI01,TAIWAN CASE/CASE IH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM427754,,SR150-EU,0012195059,,Export Vessel Sailed,ZT72,3/18/14,1:04:24 PM,IN TRANSIT,BELUX CASE,WI01,WI01,BELUX CASE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM427764,,SR150-EU,0012195080,,Export Vessel Sailed,ZT72,3/26/14,4:41:48 PM,IN TRANSIT,UK CASE L,WI01,WI01,LOC UK CASE / CASE IH,10x16.5 Premium (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464855,,SR130-NA,0012195370,,Export Vessel Sailed,ZT72,3/17/14,3:15:52 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464854,,SR130-NA,0012195373,,Export Vessel Sailed,ZT72,3/17/14,3:16:07 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464852,,SR130-NA,0012195375,,Export Vessel Sailed,ZT72,3/17/14,3:16:36 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464851,,SR130-NA,0012195379,,Export Vessel Sailed,ZT72,3/17/14,3:16:51 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464850,,SR130-NA,0012195383,,Export Vessel Sailed,ZT72,3/17/14,3:17:06 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
AL-SHIRAWI ENTERPRISES LLC,NEM464853,,SR130-NA,0012195387,,Export Vessel Sailed,ZT72,3/17/14,3:16:22 PM,IN TRANSIT,U.A.E. CSL,WI01,WI01,Unit Arab Emirates CS/CIH LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH Industrial Belgium NV,NEM427755,,SR150-EU,0012197079,,Export Vessel Sailed,ZT72,3/7/14,5:23:59 PM,IN TRANSIT,CZR CASE L,WI01,WI01,CZECH REP CASE / CASE IH LOC,10x16.5 Premium (59 OTW),,,Dealer Inventory
FARMER  BROTHERS CORPORATION,NEM458336,,L215-NA,0012200317,,Export Vessel Sailed,ZT72,3/28/14,1:10:06 PM,IN TRANSIT,TAIWAN NHL,WI01,WI01,TAIWAN NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
